StationCode,Lat,Lon,WaterLevel_m_bgl,Datetime
MSHPZ-250,23.78,72.56,96.3,Post-monsoon_2022
MSHPZ-249,23.78,72.56,3.3,Post-monsoon_2022
W234530072273001,23.75833,72.45833,5.89,Post-monsoon_2022
MSHPZ-247,23.77,72.45,97.4,Post-monsoon_2022
MSHPZ-246,23.77,72.45,7.6,Post-monsoon_2022
MSH-019,23.675,72.48361,4.3,Post-monsoon_2022
MSSCPZ-023,23.59639,72.45639,13.7,Post-monsoon_2022
MSHOWN-002,23.60553,72.51358,7.0,Post-monsoon_2022
W234200072320004,23.70683,72.51976,7.87,Post-monsoon_2022
MSHPZ-244,23.71,72.52,34.3,Post-monsoon_2022
HPII_MHS_011,23.7,72.52,124.2,Post-monsoon_2022
G_1_MHS_061,23.63,72.56,104.3,Post-monsoon_2022
HPIIPTN010,23.96,72.24,165.9,Post-monsoon_2022
MSH-040,23.95944,72.24,7.6,Post-monsoon_2022
G_1_PTN_075,23.98,72.29,61.2,Post-monsoon_2022
SKTPZ-008,23.94,72.99,4.2,Post-monsoon_2022
G_1_SK_029,23.99,73.06,1.7,Post-monsoon_2022
G_1_SK_028,23.94,73.11,12.6,Post-monsoon_2022
SK-038A,23.89639,73.11722,11.5,Post-monsoon_2022
W235400073071001,23.9,73.11944,14.11,Post-monsoon_2022
G_1_SK_027,23.90336,72.95547,4.4,Post-monsoon_2022
G_1_SK_026,23.98,72.9,1.4,Post-monsoon_2022
SKTPZ-292,23.94,73.04,7.9,Post-monsoon_2022
SSSSKPZ-02,23.34694,73.04333,4.5,Post-monsoon_2022
SK-101A,23.44361,73.05333,5.5,Post-monsoon_2022
SSSSKPZ-04,23.35944,72.98389,7.2,Post-monsoon_2022
SKTPZ-004,23.39611,73.11111,15.5,Post-monsoon_2022
G_2_SK_030,23.39472,72.98333,3.1,Post-monsoon_2022
SSSSKPZ-03,23.3475,72.99722,11.5,Post-monsoon_2022
SKTPZ-002,23.30139,73.015,27.0,Post-monsoon_2022
SKTPZ-303,23.40601,73.04527,2.8,Post-monsoon_2022
SSSSKPZ-01,23.32528,73.06194,11.0,Post-monsoon_2022
SK-039,23.96806,72.92389,9.8,Post-monsoon_2022
SKTPZ-304,23.35611,72.95,0.8,Post-monsoon_2022
SK-047,23.97583,72.86056,8.7,Post-monsoon_2022
W235455073084301,23.91528,73.14528,21.68,Post-monsoon_2022
Ji_28.703_75.952,28.7034,75.9516,11.3,Post-monsoon_2022
He_28.701_75.987,28.7014,75.9872,10.87,Post-monsoon_2022
He_28.701_75.99,28.7009,75.9904,17.8,Post-monsoon_2022
Go_28.648_75.969,28.6482,75.9689,31.5,Post-monsoon_2022
De_28.69_75.811,28.69,75.8114,50.0,Post-monsoon_2022
Su_28.673_75.624,28.6733,75.6245,61.8,Post-monsoon_2022
Sa_28.594_75.671,28.5944,75.6714,75.9,Post-monsoon_2022
Se_28.634_75.687,28.6335,75.6866,63.4,Post-monsoon_2022
Pa_28.646_75.591,28.6464,75.5908,63.1,Post-monsoon_2022
Pa_28.568_75.679,28.5679,75.6786,88.6,Post-monsoon_2022
No_28.673_75.74,28.6731,75.7402,59.9,Post-monsoon_2022
Ka_28.679_75.689,28.6789,75.6893,51.8,Post-monsoon_2022
Go_28.706_75.707,28.7058,75.7067,46.4,Post-monsoon_2022
Ch_28.602_75.698,28.6021,75.6982,97.8,Post-monsoon_2022
Bu_28.57_75.703,28.5698,75.703,74.4,Post-monsoon_2022
Bi_28.651_75.723,28.6511,75.723,62.5,Post-monsoon_2022
Be_28.636_75.616,28.6361,75.6163,76.0,Post-monsoon_2022
G_1_SK_030,24.0,72.99,3.0,Post-monsoon_2022
Ka_28.694_75.884,28.6944,75.8844,16.8,Post-monsoon_2022
SSSSKPZ-07,23.39722,72.87028,33.1,Post-monsoon_2022
SKTPZ-001,23.48,72.9,31.2,Post-monsoon_2022
SK-051,23.88722,73.09611,15.1,Post-monsoon_2022
SK-041,23.80278,72.8775,12.3,Post-monsoon_2022
SK-037,23.7425,72.93667,14.2,Post-monsoon_2022
SK-046A,23.90167,72.83583,6.8,Post-monsoon_2022
SK-044A,23.85643,72.84283,13.3,Post-monsoon_2022
SKTPZ-010,23.86,72.8,11.2,Post-monsoon_2022
SKTPZ-309,23.73,72.85,18.6,Post-monsoon_2022
G_1_SK_002,23.76,72.99,11.8,Post-monsoon_2022
SKTPZ-290,23.82167,72.84611,14.2,Post-monsoon_2022
W235524072511201,23.92333,72.85333,15.58,Post-monsoon_2022
G_1_SK_001,23.87,73.08,5.7,Post-monsoon_2022
W234445072584501,23.74868,73.0284,16.92,Post-monsoon_2022
SK-050,23.74639,73.02833,11.0,Post-monsoon_2022
SKTPZ-289,23.75,73.03,1.0,Post-monsoon_2022
SK-035,23.84639,72.99611,8.0,Post-monsoon_2022
PTNPZ-21,23.94,72.33,169.8,Post-monsoon_2022
G_1_PTN_076,23.98,72.29,107.2,Post-monsoon_2022
W235030073021501,23.84074,73.03973,5.32,Post-monsoon_2022
G_2_SK_019,23.4,72.79,81.4,Post-monsoon_2022
SK-049,23.83583,73.05417,16.4,Post-monsoon_2022
G_1_SK_003,23.71,73.09,3.8,Post-monsoon_2022
SKTPZ-003,23.4,72.76,82.1,Post-monsoon_2022
SSSSKPZ-08,23.41556,72.84111,17.9,Post-monsoon_2022
W232420072504401,23.41483,72.84118,36.45,Post-monsoon_2022
SSSSKPZ-09,23.44361,72.82722,26.7,Post-monsoon_2022
HPII_SK_001,23.44,72.84,13.4,Post-monsoon_2022
SKTPZ-300,23.35,72.83,51.17,Post-monsoon_2022
SKTPZ-302,23.35,72.83,82.1,Post-monsoon_2022
SKTPZ-301,23.35,72.83,87.3,Post-monsoon_2022
SK-122,23.44167,72.97417,3.4,Post-monsoon_2022
HPII_SK_002,23.51,72.93,22.6,Post-monsoon_2022
SSSSKPZ-06,23.38778,72.87139,33.0,Post-monsoon_2022
G_1_SK_007,23.91,72.88,1.5,Post-monsoon_2022
G_1_SK_006,23.81,73.14,6.3,Post-monsoon_2022
SKTPZ-011,23.85575,72.9407,23.5,Post-monsoon_2022
G_1_SK_005,23.80798,72.90653,2.3,Post-monsoon_2022
W234915073070001,23.81981,73.11958,9.4,Post-monsoon_2022
SK-045,23.88611,72.84861,8.2,Post-monsoon_2022
SK-043A,23.83313,72.79948,9.3,Post-monsoon_2022
130313,13.52947,77.75222,23.4,Post-monsoon_2022
130126,13.71812,77.84405,4.09,Post-monsoon_2022
130322,13.39911,77.83269,64.94,Post-monsoon_2022
250834,13.32853,76.4586,3.39,Post-monsoon_2022
250833,13.23008,76.45691,0.8,Post-monsoon_2022
250805,13.16484,76.55789,2.18,Post-monsoon_2022
250831,13.2025,76.53479,1.8,Post-monsoon_2022
250830,13.27321,76.36819,24.44,Post-monsoon_2022
250816,13.25992,76.46644,15.31,Post-monsoon_2022
250828,13.33691,76.48468,0.39,Post-monsoon_2022
250835,13.21955,76.4204,7.47,Post-monsoon_2022
250812,13.2805,76.53565,0.9,Post-monsoon_2022
250826,13.26104,76.51315,1.73,Post-monsoon_2022
250825,13.32793,76.38871,11.09,Post-monsoon_2022
250815,13.31065,76.70782,2.31,Post-monsoon_2022
250813,13.37117,76.47893,9.96,Post-monsoon_2022
250824,13.32665,76.367,2.08,Post-monsoon_2022
250823,13.21621,76.38991,4.11,Post-monsoon_2022
250822,13.1003,76.53947,4.51,Post-monsoon_2022
250814,13.17696,76.49039,1.43,Post-monsoon_2022
W131530076284501,13.2583,76.4792,13.5,Post-monsoon_2022
250922,13.4372,77.1148,5.48,Post-monsoon_2022
250924,13.2683,77.0012,1.1,Post-monsoon_2022
250939,13.289,77.1381,6.61,Post-monsoon_2022
250938,13.1565,77.0102,2.3,Post-monsoon_2022
250937,13.2197,77.1254,1.22,Post-monsoon_2022
250936,13.188,77.0983,18.13,Post-monsoon_2022
250921,13.25377,77.11408,27.85,Post-monsoon_2022
250902,13.28183,77.18647,0.4,Post-monsoon_2022
250935,13.2889,77.0417,0.74,Post-monsoon_2022
250934,13.3423,77.0397,8.1,Post-monsoon_2022
250933,13.1561,77.0302,1.1,Post-monsoon_2022
250932,13.2353,77.149,3.18,Post-monsoon_2022
250930,13.209,77.0343,3.43,Post-monsoon_2022
250929,13.3608,77.0152,0.55,Post-monsoon_2022
250919,13.45064,77.11725,0.4,Post-monsoon_2022
W132430077013001,13.4083,77.025,2.62,Post-monsoon_2022
250912,13.38019,77.04999,0.96,Post-monsoon_2022
250926,13.4523,77.169,1.84,Post-monsoon_2022
250925,13.1911,77.0358,8.4,Post-monsoon_2022
250821,13.30404,76.41714,2.25,Post-monsoon_2022
250819,13.18395,76.44067,0.23,Post-monsoon_2022
W131830076393001,13.3083,76.6583,17.25,Post-monsoon_2022
250803,13.30864,76.6453,16.3,Post-monsoon_2022
250744,13.8719,76.7609,5.09,Post-monsoon_2022
250742,13.7717,76.9748,0.51,Post-monsoon_2022
250741,13.9053,77.0091,0.52,Post-monsoon_2022
250740,13.6642,76.9362,1.81,Post-monsoon_2022
250723,13.85156,76.84231,4.03,Post-monsoon_2022
250739,14.0058,76.8636,3.29,Post-monsoon_2022
250722,14.0082,76.94425,2.45,Post-monsoon_2022
250738,13.5823,76.9835,10.47,Post-monsoon_2022
250737,13.6644,76.9281,0.44,Post-monsoon_2022
250736,13.9369,76.8556,1.22,Post-monsoon_2022
250721,13.6494,76.743,5.06,Post-monsoon_2022
250735,13.7574,76.8551,4.53,Post-monsoon_2022
250734,13.6407,76.9625,1.36,Post-monsoon_2022
250733,13.9365,76.9815,0.63,Post-monsoon_2022
250545,13.6682,77.2009,2.09,Post-monsoon_2022
250502,13.64,77.2104,5.02,Post-monsoon_2022
250546,13.7631,77.395,7.5,Post-monsoon_2022
250724,13.68216,76.8001,3.06,Post-monsoon_2022
250941,13.4296,77.0843,7.33,Post-monsoon_2022
250745,13.6291,76.9219,3.25,Post-monsoon_2022
250729,13.6996,76.7481,2.19,Post-monsoon_2022
250808,13.36117,76.415,1.7,Post-monsoon_2022
250818,13.15288,76.52318,1.59,Post-monsoon_2022
250817,13.2507,76.61698,4.64,Post-monsoon_2022
250758,13.6965,76.9159,4.1,Post-monsoon_2022
250757,13.587,76.9489,4.65,Post-monsoon_2022
250727,13.7972,76.80299,2.53,Post-monsoon_2022
250756,13.6116,76.985,4.41,Post-monsoon_2022
250754,14.0376,76.9311,14.22,Post-monsoon_2022
250707,13.56291,76.97511,1.95,Post-monsoon_2022
250753,13.5306,76.9688,8.39,Post-monsoon_2022
250752,13.6839,76.962,1.57,Post-monsoon_2022
250751,13.6194,76.7631,1.78,Post-monsoon_2022
250750,13.7298,76.7376,0.16,Post-monsoon_2022
250726,13.82107,76.91411,4.2,Post-monsoon_2022
250725,13.7252,76.9675,0.86,Post-monsoon_2022
250748,13.8088,76.9612,2.33,Post-monsoon_2022
250747,13.7789,76.8336,7.19,Post-monsoon_2022
250746,13.7937,76.9224,1.39,Post-monsoon_2022
250942,13.3301,77.0264,8.46,Post-monsoon_2022
250943,13.2059,77.181,4.33,Post-monsoon_2022
250944,13.3149,77.1808,1.5,Post-monsoon_2022
30330,14.64456,76.02939,2.35,Post-monsoon_2022
W143900075540001,14.65,75.9,2.24,Post-monsoon_2022
30310,14.6555,75.8902,2.85,Post-monsoon_2022
30334,14.6024,76.03285,7.55,Post-monsoon_2022
30340,14.70363,75.81787,4.65,Post-monsoon_2022
30338,14.73635,75.89158,0.85,Post-monsoon_2022
30306,14.8722,76.0167,6.4,Post-monsoon_2022
30325,14.84484,76.11016,12.95,Post-monsoon_2022
30327,14.75874,76.1425,3.25,Post-monsoon_2022
30321,14.8744,75.9166,1.2,Post-monsoon_2022
030311D,14.8911,75.9538,6.85,Post-monsoon_2022
030314HP,14.7291,75.8194,27.45,Post-monsoon_2022
30319,14.85647,75.97093,1.7,Post-monsoon_2022
30336,14.61255,75.97585,8.35,Post-monsoon_2022
30341,14.67586,75.82428,5.2,Post-monsoon_2022
30323,14.75259,75.87769,2.5,Post-monsoon_2022
030315HP,14.56671,76.05231,0.6,Post-monsoon_2022
30322,14.81759,75.91438,1.55,Post-monsoon_2022
30335,14.54553,75.9777,2.25,Post-monsoon_2022
30329,14.66518,75.91465,5.05,Post-monsoon_2022
W144730075590001,14.7917,75.9833,3.66,Post-monsoon_2022
CHHAT035-OW,24.83255,79.50194,3.7,Post-monsoon_2022
CHHAT057-OW,24.85268,79.65837,7.3,Post-monsoon_2022
W245556079351101,24.9,79.5911,1.66,Post-monsoon_2022
Chhat008-PZ,24.90929,79.59701,6.35,Post-monsoon_2022
CHHAT019-OW,24.90929,79.59701,3.9,Post-monsoon_2022
030305D,14.7716,75.9868,4.6,Post-monsoon_2022
30302,14.7878,76.1219,9.7,Post-monsoon_2022
250544,13.7345,77.0501,3.1,Post-monsoon_2022
30326,14.84392,75.84532,4.75,Post-monsoon_2022
W144230075463801,14.7083,75.7772,3.07,Post-monsoon_2022
30504,15.1015,76.2445,7.5,Post-monsoon_2022
30501,15.06826,76.16122,16.95,Post-monsoon_2022
30515,14.902,76.17416,18.8,Post-monsoon_2022
30507bw,14.9001,76.1501,17.1,Post-monsoon_2022
250917,13.3291,77.0972,2.41,Post-monsoon_2022
250913/250920,13.37841,77.11309,18.2,Post-monsoon_2022
250952,13.4039,77.0896,4.57,Post-monsoon_2022
250951,13.3457,77.2508,2.5,Post-monsoon_2022
250950,13.4673,77.0619,14.61,Post-monsoon_2022
250920,13.38,77.121,18.2,Post-monsoon_2022
250949,13.4584,76.9816,21.29,Post-monsoon_2022
250916,13.21933,76.99764,1.82,Post-monsoon_2022
250947,13.2871,77.1202,7.18,Post-monsoon_2022
250946,13.4462,77.1434,13.19,Post-monsoon_2022
250945,13.1518,77.1002,24.38,Post-monsoon_2022
250905,13.5081,77.00747,7.13,Post-monsoon_2022
250908,13.21656,77.05653,4.2,Post-monsoon_2022
30518,14.93589,76.28262,13.65,Post-monsoon_2022
30339,14.7124,75.78375,3.25,Post-monsoon_2022
30510,15.08655,76.19978,9.55,Post-monsoon_2022
30517,15.00933,76.25898,8.2,Post-monsoon_2022
30328,14.6867,75.94018,3.05,Post-monsoon_2022
30333,14.61785,75.85695,2.1,Post-monsoon_2022
30304,14.69568,75.90446,0.25,Post-monsoon_2022
30324,14.8146,76.08794,18.85,Post-monsoon_2022
30332,14.52932,76.0853,6.0,Post-monsoon_2022
30320,14.84358,75.98004,1.45,Post-monsoon_2022
30331,14.58355,76.08524,-0.5,Post-monsoon_2022
30337,14.78866,76.06584,16.2,Post-monsoon_2022
30506,15.1325,76.2945,6.1,Post-monsoon_2022
30505,15.1503,76.1536,5.25,Post-monsoon_2022
W150630076030001,15.1083,76.05,2.77,Post-monsoon_2022
30502,15.0416,76.2014,9.0,Post-monsoon_2022
30508bw,15.1423,76.2709,7.25,Post-monsoon_2022
30509,15.02173,76.22456,3.1,Post-monsoon_2022
30503,14.97983,76.13803,12.0,Post-monsoon_2022
30512,15.0254,76.09124,9.25,Post-monsoon_2022
30513,15.00193,76.19815,3.6,Post-monsoon_2022
30516,14.91928,76.17792,20.3,Post-monsoon_2022
250543,13.8892,77.1812,11.78,Post-monsoon_2022
250541,13.6647,77.0569,5.42,Post-monsoon_2022
250514,13.6898,77.3045,2.23,Post-monsoon_2022
10831,12.61561,77.49384,10.06,Post-monsoon_2022
10832,12.61991,77.47795,6.73,Post-monsoon_2022
10836,12.50855,77.43574,3.6,Post-monsoon_2022
10829,12.56604,77.33271,3.64,Post-monsoon_2022
10835,12.52795,77.40277,3.95,Post-monsoon_2022
10828,12.44728,77.32297,13.3,Post-monsoon_2022
10834,12.4938,77.45188,3.87,Post-monsoon_2022
10827,12.4543,77.59417,15.2,Post-monsoon_2022
10810,12.43385,77.4936,19.2,Post-monsoon_2022
10826,12.57486,77.41705,0.42,Post-monsoon_2022
10846,12.72867,77.48728,4.92,Post-monsoon_2022
10845,12.50035,77.30658,4.55,Post-monsoon_2022
10847,12.37612,77.5962,2.32,Post-monsoon_2022
10844,12.40547,77.46424,9.4,Post-monsoon_2022
10805,12.41574,77.55259,4.46,Post-monsoon_2022
10817,12.43041,77.54204,6.2,Post-monsoon_2022
10825,12.43688,77.28609,3.9,Post-monsoon_2022
10816,12.60978,77.43464,5.65,Post-monsoon_2022
10824,12.44865,77.54473,9.43,Post-monsoon_2022
10848,12.60156,77.55365,1.24,Post-monsoon_2022
10804D,12.68088,77.46924,3.5,Post-monsoon_2022
11103D,12.66852,77.32706,0.8,Post-monsoon_2022
11121,12.81719,77.22371,16.58,Post-monsoon_2022
W124900077131501,12.8167,77.2208,1.3,Post-monsoon_2022
11112,12.6909,77.31061,9.36,Post-monsoon_2022
11126,12.65727,77.34773,4.75,Post-monsoon_2022
11111,12.79963,77.29152,27.97,Post-monsoon_2022
11120,12.72808,77.39936,5.23,Post-monsoon_2022
11107,12.79086,77.22208,4.11,Post-monsoon_2022
11110,12.75095,77.42278,0.98,Post-monsoon_2022
11123,12.75919,77.25573,32.62,Post-monsoon_2022
11115,12.66425,77.28766,23.52,Post-monsoon_2022
11122,12.85452,77.36469,9.07,Post-monsoon_2022
11109,12.80931,77.16168,20.69,Post-monsoon_2022
10812,12.39009,77.44594,4.7,Post-monsoon_2022
W123330077253001,12.5583,77.425,1.45,Post-monsoon_2022
10818,12.54613,77.41928,5.5,Post-monsoon_2022
W124100077280001,12.6833,77.4667,2.05,Post-monsoon_2022
10801,12.40139,77.3877,2.3,Post-monsoon_2022
11125,12.66526,77.32645,5.38,Post-monsoon_2022
10823,12.59832,77.37572,6.21,Post-monsoon_2022
10843,12.61246,77.525,2.2,Post-monsoon_2022
131132,13.242,78.282,18.96,Post-monsoon_2022
131114,13.484,78.30546,7.85,Post-monsoon_2022
131129,13.568,78.285,12.78,Post-monsoon_2022
131131,13.26,78.295,8.33,Post-monsoon_2022
131105,13.458,78.218,4.58,Post-monsoon_2022
131119,13.38,78.16,22.18,Post-monsoon_2022
131106,13.514,78.229,1.39,Post-monsoon_2022
131118,13.27556,78.17083,17.85,Post-monsoon_2022
131107,13.27566,78.17102,9.69,Post-monsoon_2022
131127,13.302,78.195,20.98,Post-monsoon_2022
131124,13.55074,78.22636,7.41,Post-monsoon_2022
131120,13.38985,78.19122,151.05,Post-monsoon_2022
131123,13.52101,78.2801,8.95,Post-monsoon_2022
130916,13.1667,78.4014,11.65,Post-monsoon_2022
130922,13.21089,78.28734,8.15,Post-monsoon_2022
130929,13.072,78.338,2.25,Post-monsoon_2022
130920,13.067,78.493,4.1,Post-monsoon_2022
131134,13.277,78.132,12.49,Post-monsoon_2022
10822,12.67807,77.5069,5.12,Post-monsoon_2022
131133,13.572,78.364,10.84,Post-monsoon_2022
130311,13.47789,77.75136,98.85,Post-monsoon_2022
10842,12.53381,77.33353,7.08,Post-monsoon_2022
10821,12.54599,77.4637,2.74,Post-monsoon_2022
10841,12.56231,77.44739,1.19,Post-monsoon_2022
10833,12.36673,77.52822,0.52,Post-monsoon_2022
10820,12.65969,77.53854,1.92,Post-monsoon_2022
10840,12.46464,77.3221,1.96,Post-monsoon_2022
10819,12.45009,77.48221,1.82,Post-monsoon_2022
10807,12.484,77.3687,9.2,Post-monsoon_2022
131112,13.345,78.219,30.5,Post-monsoon_2022
131125,13.533,78.308,12.51,Post-monsoon_2022
131117,13.2805,78.2916,20.56,Post-monsoon_2022
131128,13.427,78.212,38.0,Post-monsoon_2022
131109,13.37009,78.34468,20.63,Post-monsoon_2022
131121,13.3938,78.248,24.93,Post-monsoon_2022
131111,13.53,78.34,1.72,Post-monsoon_2022
131110,13.43,78.36,8.55,Post-monsoon_2022
131122,13.46333,78.27583,1.2,Post-monsoon_2022
131130,13.326,78.335,12.9,Post-monsoon_2022
CHHAT056-OW,24.90784,79.51997,11.25,Post-monsoon_2022
11113,12.73326,77.45526,10.13,Post-monsoon_2022
11105,12.85318,77.29966,9.16,Post-monsoon_2022
250518,13.7596,77.2543,0.47,Post-monsoon_2022
250517,13.6671,77.2515,1.92,Post-monsoon_2022
W133100077140001,13.521,77.234,3.6,Post-monsoon_2022
250314,13.5276,77.2413,3.55,Post-monsoon_2022
250334,13.419,77.2575,1.35,Post-monsoon_2022
250333,13.4406,77.286,22.37,Post-monsoon_2022
250332,13.5711,77.2735,5.24,Post-monsoon_2022
250312,13.5668,77.2383,2.16,Post-monsoon_2022
250316,13.47257,77.2902,4.83,Post-monsoon_2022
250307,13.3937,77.304,5.2,Post-monsoon_2022
250315,13.431,77.2381,45.12,Post-monsoon_2022
250331,13.4509,77.3322,11.38,Post-monsoon_2022
250330,13.5022,77.2894,0.23,Post-monsoon_2022
250329,13.5277,77.1286,0.74,Post-monsoon_2022
250328,13.3638,77.3105,1.03,Post-monsoon_2022
250327,13.5336,77.2593,0.86,Post-monsoon_2022
250326,13.5299,77.3017,3.33,Post-monsoon_2022
250519,13.7128,77.0647,0.9,Post-monsoon_2022
250325,13.5039,77.2365,2.19,Post-monsoon_2022
250520,13.8117,77.4075,27.6,Post-monsoon_2022
250522,13.6312,77.213,26.15,Post-monsoon_2022
250540,13.7559,77.151,9.66,Post-monsoon_2022
W134300077153001,13.7973,77.42273,20.82,Post-monsoon_2022
250538,13.7391,77.1069,1.68,Post-monsoon_2022
250537,13.6508,77.3464,16.52,Post-monsoon_2022
250536,13.7065,77.3084,3.01,Post-monsoon_2022
250534,13.6196,77.3007,2.5,Post-monsoon_2022
250532,13.7287,77.4188,17.64,Post-monsoon_2022
250531,13.7455,77.4555,3.57,Post-monsoon_2022
250530,13.8188,77.3159,12.44,Post-monsoon_2022
W134500077120001,13.75,77.2,0.74,Post-monsoon_2022
250506,13.7641,77.1974,1.44,Post-monsoon_2022
250528,13.7834,77.2613,0.89,Post-monsoon_2022
250526,13.6769,77.0925,1.44,Post-monsoon_2022
250512,13.7827,77.2945,2.3,Post-monsoon_2022
250525,13.703,77.3726,8.8,Post-monsoon_2022
250524,13.6743,77.123,1.28,Post-monsoon_2022
250523,13.6683,77.1649,12.9,Post-monsoon_2022
250521,13.6927,77.343,3.47,Post-monsoon_2022
11119,12.80364,77.25532,45.26,Post-monsoon_2022
250323,13.3877,77.3148,7.47,Post-monsoon_2022
250320,13.5658,77.1414,86.94,Post-monsoon_2022
250121,13.373,76.6345,7.18,Post-monsoon_2022
250117,13.6151,76.6006,0.24,Post-monsoon_2022
250130,13.406,76.561,0.42,Post-monsoon_2022
250129,13.563,76.4235,0.66,Post-monsoon_2022
250109,13.5412,76.5653,1.32,Post-monsoon_2022
250128,13.6943,76.6187,0.75,Post-monsoon_2022
250127,13.5116,76.4749,2.05,Post-monsoon_2022
250126,13.5062,76.5112,12.65,Post-monsoon_2022
250125,13.5516,76.6424,2.12,Post-monsoon_2022
250124,13.4854,76.5304,2.28,Post-monsoon_2022
11108,12.7269,77.28574,9.29,Post-monsoon_2022
11124,12.66656,77.26264,6.73,Post-monsoon_2022
11118,12.79542,77.32414,6.64,Post-monsoon_2022
11116,12.76204,77.23201,3.33,Post-monsoon_2022
11117,12.775,77.33496,6.03,Post-monsoon_2022
11114,12.80546,77.40537,2.62,Post-monsoon_2022
W124800077261501,12.8,77.4375,8.65,Post-monsoon_2022
250131,13.5022,76.4425,1.22,Post-monsoon_2022
250322,13.583,77.3285,14.09,Post-monsoon_2022
250132,13.4349,76.6391,10.34,Post-monsoon_2022
250133,13.3551,76.6402,6.37,Post-monsoon_2022
250301,13.5337,77.3497,0.34,Post-monsoon_2022
250319,13.5804,77.3577,8.79,Post-monsoon_2022
250318,13.564,77.3025,13.48,Post-monsoon_2022
250317,13.4915,77.1629,3.67,Post-monsoon_2022
250141,13.6161,76.4645,0.12,Post-monsoon_2022
250140,13.5456,76.6579,4.45,Post-monsoon_2022
250139,13.5455,76.5194,0.55,Post-monsoon_2022
250138,13.4165,76.722,5.84,Post-monsoon_2022
250122,13.3776,76.5612,4.49,Post-monsoon_2022
250137,13.5075,76.6747,7.46,Post-monsoon_2022
250102,13.4745,76.6051,2.68,Post-monsoon_2022
250111,13.4611,76.4833,2.2,Post-monsoon_2022
250136,13.4775,76.4497,2.21,Post-monsoon_2022
250123,13.4211,76.5312,4.01,Post-monsoon_2022
250135,13.5597,76.4826,1.25,Post-monsoon_2022
250134,13.6036,76.5538,0.41,Post-monsoon_2022
250115,13.5387,76.6278,0.52,Post-monsoon_2022
250114,13.6173,76.6741,2.85,Post-monsoon_2022
DAMOH078A-OW,23.76708,79.26036,2.2,Post-monsoon_2022
DAMOH120-OW,23.95024,79.11259,3.63,Post-monsoon_2022
DAMOH026-OW,23.99464,79.44682,3.65,Post-monsoon_2022
DAMOH126-OW,23.96205,79.39274,2.57,Post-monsoon_2022
DAMOH077-OW,23.89782,79.37669,3.95,Post-monsoon_2022
W252058078382801,25.349,78.641,7.5,Post-monsoon_2022
TKM007-OW,25.34722,78.80306,4.9,Post-monsoon_2022
TKM003-OW,25.35167,78.63972,6.15,Post-monsoon_2022
TKM0004-OW,25.40941,78.89221,4.4,Post-monsoon_2022
TKM002-OW,25.46791,78.78118,4.0,Post-monsoon_2022
DAMOH122-OW,23.97635,79.17988,5.7,Post-monsoon_2022
DAMOH025-OW,23.8197,79.2986,1.85,Post-monsoon_2022
W252105078384301,25.349,78.641,10.05,Post-monsoon_2022
CHHAT061-OW,24.74585,79.94843,3.3,Post-monsoon_2022
CHHAT063-OW,24.77317,79.91,0.8,Post-monsoon_2022
DAMOH079-OW,23.79911,79.32247,5.65,Post-monsoon_2022
DAMOH121-OW,23.95923,79.25702,3.27,Post-monsoon_2022
DAMOH111-OW,23.86733,79.19413,0.98,Post-monsoon_2022
DAMOH112-OW,23.92707,79.32152,2.35,Post-monsoon_2022
DAMOH-PZ-07,23.89444,79.19583,4.36,Post-monsoon_2022
W235341079114501,23.895,79.196,2.75,Post-monsoon_2022
DAMOH021-OW,23.89419,79.19993,2.4,Post-monsoon_2022
CHHAT064-OW,24.79995,79.92986,2.9,Post-monsoon_2022
W252105078384302,25.349,78.641,9.94,Post-monsoon_2022
Tikm005-PZ,25.35444,78.80417,2.5,Post-monsoon_2022
TKM066A-OW,25.45196,78.82557,1.8,Post-monsoon_2022
W252045078480001,24.996,79.651,2.68,Post-monsoon_2022
TKM063A-OW,25.3594,78.83853,4.5,Post-monsoon_2022
TKM005-OW,25.52327,78.90651,4.6,Post-monsoon_2022
TKM067-OW,25.50338,78.84974,4.6,Post-monsoon_2022
PANNA055-OW,24.85449,80.10011,5.0,Post-monsoon_2022
W245113080104301,24.8536,80.1786,5.9,Post-monsoon_2022
PANNA009-OW,24.91115,80.26605,5.35,Post-monsoon_2022
PANNA008-OW,24.89999,80.24532,3.7,Post-monsoon_2022
TKM064-OW,25.32872,78.92098,2.1,Post-monsoon_2022
Tikm003-PZ,25.42655,78.9114,9.3,Post-monsoon_2022
TKM008-OW,25.29354,78.9216,4.9,Post-monsoon_2022
670228,29.32402,77.35032,26.5,Post-monsoon_2022
Tikm001-PZ,25.35306,78.63667,4.9,Post-monsoon_2022
TKM065-OW,25.28891,78.51848,3.3,Post-monsoon_2022
W252041078480401,25.34444,78.80083,2.66,Post-monsoon_2022
TKM061-OW,25.26308,78.75202,2.6,Post-monsoon_2022
TKM062-OW,25.29864,78.77868,3.1,Post-monsoon_2022
TKM075-OW,25.48722,79.91056,9.9,Post-monsoon_2022
TKM001-OW,25.43196,78.66701,6.1,Post-monsoon_2022
130914,13.058,78.428,1.76,Post-monsoon_2022
W245143079230501,24.862,79.835,7.55,Post-monsoon_2022
W251334079204501,25.2261,79.3458,10.58,Post-monsoon_2022
CHHAT097-OW,25.1246,79.5642,7.8,Post-monsoon_2022
CHHAT095-OW,25.1,79.40278,8.4,Post-monsoon_2022
